Uuid,Void/Retire,Same as mappings,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,Members,_version:1,_order:700
8dc34890-8a0d-4eb2-885e-a2e3dc0d2da4,,ICD 10 - WHO:G43.9,"G43.9 Migraine, unspecified","Migraine, unspecified",,Diagnosis,N/A,,,,
15b360bc-3600-49ad-b5c9-0f6e4a6ce393,,ICD 10 - WHO:G47.3,G47.3 Sleep apnea,Sleep apnea,,Diagnosis,N/A,,,,
539f14ae-fe35-4d3c-a8bf-e163a4b21091,,ICD 10 - WHO:G47.9,"G47.9 Sleep disorder, unspecified","Sleep disorder, unspecified",,Diagnosis,N/A,,,,
ba2743e9-ae60-4605-bf77-536d829bbd77,,ICD 10 - WHO:G50.0,G50.0 Trigeminal neuralgia,Trigeminal neuralgia,,Diagnosis,N/A,,,,
ae51fac2-6f22-414c-a488-2538e06ecce6,,ICD 10 - WHO:G51.0,G51.0 Bell's palsy,Bell's palsy,,Diagnosis,N/A,,,,
4687cd6a-9e36-4e35-b314-88aa561104c6,,ICD 10 - WHO:G56.0,G56.0 Carpal tunnel syndrome,Carpal tunnel syndrome,,Diagnosis,N/A,,,,
43968ddf-c06d-429f-9e80-66de600c0099,,ICD 10 - WHO:G61.0,G61.0 Guillain-Barre syndrome,Guillain-Barre syndrome,,Diagnosis,N/A,,,,
c13da91c-9910-4158-9390-8a1f7c6e00f3,,ICD 10 - WHO:G70.0,G70.0 Myasthenia gravis,Myasthenia gravis,,Diagnosis,N/A,,,,
0f29c49b-25a4-48ee-99b2-e0a721d69acf,,ICD 10 - WHO:G71.0,G71.0 Muscular dystrophy,Muscular dystrophy,,Diagnosis,N/A,,,,
70dffd57-b4fd-4372-8c02-24c387359161,,ICD 10 - WHO:G71.1,G71.1 Myotonic disorders,Myotonic disorders,,Diagnosis,N/A,,,,
d33f1434-ec68-44f1-95c1-28d256823cce,,ICD 10 - WHO:G72.9,"G72.9 Myopathy, unspecified","Myopathy, unspecified",,Diagnosis,N/A,,,,
c54e4e0b-62ba-41d6-99af-19ac42d00437,,ICD 10 - WHO:G80.9,"G80.9 Infantile cerebral palsy, unspecified","Infantile cerebral palsy, unspecified",,Diagnosis,N/A,,,,
67441959-2a69-4191-9657-70ee011d7e67,,ICD 10 - WHO:G81,G81 Hemiplegia,Hemiplegia,,Diagnosis,N/A,,,,
b1d698fe-06a1-4e16-8ef2-a190744b73e1,,ICD 10 - WHO:G82.5,"G82.5 Tetraplegia, unspecified","Tetraplegia, unspecified",,Diagnosis,N/A,,,,
f4301c7f-03e4-480a-a4a0-64d98fd84bc5,,ICD 10 - WHO:G83.3,"G83.3 Monoplegia, unspecified","Monoplegia, unspecified",,Diagnosis,N/A,,,,
003cc04e-5f6c-4690-bcfd-e41512ceef21,,ICD 10 - WHO:G91,G91 Hydrocephalus,Hydrocephalus,,Diagnosis,N/A,,,,
0b2d14aa-0937-4a3c-b88b-cfba48365dce,,ICD 10 - WHO:G93.0,G93.0 Cerebral cysts,Cerebral cysts,,Diagnosis,N/A,,,,
399e9e00-84b2-415e-a689-265a7e5ba37c,,ICD 10 - WHO:G93.6,G93.6 Cerebral edema,Cerebral edema,,Diagnosis,N/A,,,,
35ce1923-2503-4d5b-aed3-97768e361088,,ICD 10 - WHO:H00.1,H00.1 Chalazion,Chalazion,,Diagnosis,N/A,,,,
bb48e3f1-3b23-426a-8038-3ef8ed0d4cd4,,ICD 10 - WHO:H01,H01 Other inflammation of eyelid,Other inflammation of eyelid,,Diagnosis,N/A,,,,
0f8f64fc-995c-481b-82e4-1cf9ed43ffaa,,ICD 10 - WHO:H01.0,H01.0 Blepharitis,Blepharitis,,Diagnosis,N/A,,,,
111c9ef7-e435-4029-a7d6-ba6404993278,,ICD 10 - WHO:H02.4,H02.4 Ptosis of eyelid,Ptosis of eyelid,,Diagnosis,N/A,,,,
ff010ddc-2db9-4800-a696-3190555fc97a,,ICD 10 - WHO:H02.5,H02.5 Other disorders affecting eyelid function,Other disorders affecting eyelid function,,Diagnosis,N/A,,,,
b549707f-6d96-4b48-9118-1ace631c5efc,,ICD 10 - WHO:H02.6,H02.6 Xanthelasma of eyelid,Xanthelasma of eyelid,,Diagnosis,N/A,,,,
b044bafe-7400-4f3a-b642-c86d7a730dca,,ICD 10 - WHO:H05,H05 Disorders of orbit,Disorders of orbit,,Diagnosis,N/A,,,,
8105d7bd-3729-4a50-aa98-2fb964c83911,,ICD 10 - WHO:H10,H10 Conjunctivitis,Conjunctivitis,,Diagnosis,N/A,,,,
d13acf2c-4142-4b51-abbc-9b260e842746,,ICD 10 - WHO:H10.5,H10.5 Blepharoconjunctivitis,Blepharoconjunctivitis,,Diagnosis,N/A,,,,
3b00851f-57a4-44c5-91e6-b675efbd8831,,ICD 10 - WHO:H10.8,H10.8 Other conjunctivitis,Other conjunctivitis,,Diagnosis,N/A,,,,
744364d1-6b2e-41ca-b2da-71ff6d224672,,ICD 10 - WHO:H11.0,H11.0 Pterygium,Pterygium,,Diagnosis,N/A,,,,
4aca0afc-f57f-4d32-a1b1-06e1ad3cef0b,,ICD 10 - WHO:H15,H15 Disorders of sclera,Disorders of sclera,,Diagnosis,N/A,,,,
1fdf3c21-e0e9-4a57-a266-217996667e80,,ICD 10 - WHO:H16,H16 Keratitis,Keratitis,,Diagnosis,N/A,,,,
08caedd1-fcc1-47f2-9fc2-5f8a44f2ffa2,,ICD 10 - WHO:H16.0,H16.0 Corneal ulcer,Corneal ulcer,,Diagnosis,N/A,,,,
cf8f446d-3a51-453d-994e-b5529f90e9bf,,ICD 10 - WHO:H21.0,H21.0 Hyphema,Hyphema,,Diagnosis,N/A,,,,
7b10fbc2-625b-45a4-9dc9-2663dfef1c3a,,ICD 10 - WHO:H26.9,"H26.9 Cataract, unspecified","Cataract, unspecified",,Diagnosis,N/A,,,,
1f491a4a-7cc7-4662-8b64-3074a6aa9187,,ICD 10 - WHO:H27,H27 Other disorders of lens,Other disorders of lens,,Diagnosis,N/A,,,,
f0c07b14-edba-43d3-9cfc-d1f79b37d250,,ICD 10 - WHO:H35.9,"H35.9 Retinal disorder, unspecified","Retinal disorder, unspecified",,Diagnosis,N/A,,,,
e4812a3d-68ab-4c46-95bb-f7f531673b7c,,ICD 10 - WHO:H40,H40 Glaucoma,Glaucoma,,Diagnosis,N/A,,,,
0dc46cf2-e888-48cd-95a2-03bc05672ce5,,ICD 10 - WHO:H50.9,"H50.9 Strabismus, unspecified","Strabismus, unspecified",,Diagnosis,N/A,,,,
952bce17-53b6-4de1-879d-b451584bc810,,ICD 10 - WHO:H52.1,H52.1 Myopia,Myopia,,Diagnosis,N/A,,,,
5bb0f29d-f87c-49bd-a8de-71976af888ce,,ICD 10 - WHO:H52.4,H52.4 Presbyopia,Presbyopia,,Diagnosis,N/A,,,,
e5f64a7c-8128-4ed2-8b39-7b115b1aaf0c,,ICD 10 - WHO:H52.6,H52.6 Other disorders of refraction,Other disorders of refraction,,Diagnosis,N/A,,,,
dff50c09-7357-45ec-9f2b-88df354271c6,,ICD 10 - WHO:H53,H53 Visual disturbances,Visual disturbances,,Diagnosis,N/A,,,,
553218fc-7f93-441a-90b1-036a8f0bb54c,,ICD 10 - WHO:H53.2,H53.2 Diplopia,Diplopia,,Diagnosis,N/A,,,,
a967d31a-044a-4ac1-ad03-f6f5c5ac3ed4,,ICD 10 - WHO:H54.0,"H54.0 Blindness, both eyes","Blindness, both eyes",,Diagnosis,N/A,,,,
1570a292-e2c0-41e5-ab6d-2a4381ab77a3,,ICD 10 - WHO:H54.4,"H54.4 Blindness, one eye","Blindness, one eye",,Diagnosis,N/A,,,,
153047bb-e555-4a8a-98a9-cece3ec2b080,,ICD 10 - WHO:H54.7,H54.7 Unspecified visual loss,Unspecified visual loss,,Diagnosis,N/A,,,,
95a9ed1e-7468-4b1e-a082-16723bafe684,,ICD 10 - WHO:H57.1,H57.1 Ocular pain,Ocular pain,,Diagnosis,N/A,,,,
4f15316f-6015-46cb-aa1a-af3c63e77991,,ICD 10 - WHO:H60,H60 Otitis externa,Otitis externa,,Diagnosis,N/A,,,,
2a472d65-f53f-4ffe-a2b5-8966992c01f7,,ICD 10 - WHO:H61.2,H61.2 Impacted cerumen,Impacted cerumen,,Diagnosis,N/A,,,,
09fdef60-b5c9-4367-b409-ee249aab0f8c,,ICD 10 - WHO:H66.9,"H66.9 Otitis media, unspecified","Otitis media, unspecified",,Diagnosis,N/A,,,,
8631ae47-4dc9-4702-819a-dc94b027a308,,ICD 10 - WHO:H70.0,H70.0 Acute mastoiditis,Acute mastoiditis,,Diagnosis,N/A,,,,
262218a1-06d1-44ad-8d9b-48bee52caf9c,,ICD 10 - WHO:H70.1,H70.1 Chronic mastoiditis,Chronic mastoiditis,,Diagnosis,N/A,,,,
d10e5e54-f29a-4c1b-a219-cf277c263566,,ICD 10 - WHO:H70.2,H70.2 Petrositis,Petrositis,,Diagnosis,N/A,,,,
169f3bb5-66ed-4f01-bad8-04fbe1ada0b0,,ICD 10 - WHO:H73.0,H73.0 Acute myringitis,Acute myringitis,,Diagnosis,N/A,,,,
b1d06e17-da45-4f37-8229-4d68f5eece9c,,ICD 10 - WHO:H73.1,H73.1 Chronic myringitis,Chronic myringitis,,Diagnosis,N/A,,,,
5feec5c0-f3cb-4a9e-94b5-9b99167b943e,,ICD 10 - WHO:H81.0,H81.0 Meniere's disease,Meniere's disease,,Diagnosis,N/A,,,,
4199fd7f-019a-4ff0-933a-27613b6a11b0,,ICD 10 - WHO:H81.1,H81.1 Benign paroxysmal vertigo,Benign paroxysmal vertigo,,Diagnosis,N/A,,,,
f5145dba-f2f9-40c8-be86-12e9b26231dd,,ICD 10 - WHO:H90.2,"H90.2 Conductive hearing loss, unspecified","Conductive hearing loss, unspecified",,Diagnosis,N/A,,,,
77fd8738-971d-43c6-999a-399217e9bd9d,,ICD 10 - WHO:H90.5,"H90.5 Sensorineural hearing loss, unspecified","Sensorineural hearing loss, unspecified",,Diagnosis,N/A,,,,
a882259b-4d10-42f4-b6d1-8ffa78b843eb,,ICD 10 - WHO:H91.1,H91.1 Presbycusis,Presbycusis,,Diagnosis,N/A,,,,
46c3c9b5-6fca-409a-9af4-6993b9c7e22f,,ICD 10 - WHO:H93.1,H93.1 Tinnitus,Tinnitus,,Diagnosis,N/A,,,,
43b564c7-9198-4f34-9f47-389fd631fc46,,ICD 10 - WHO:H93.9,"H93.9 Disorder of ear, unspecified","Disorder of ear, unspecified",,Diagnosis,N/A,,,,
7c708981-a0ed-41e3-8ef4-b0625ef3b648,,ICD 10 - WHO:I05.0,I05.0 Mitral stenosis,Mitral stenosis,,Diagnosis,N/A,,,,
0ed79da8-3216-462c-8b35-d364944e8939,,ICD 10 - WHO:I05.9,"I05.9 Mitral valve disease, unspecified","Mitral valve disease, unspecified",,Diagnosis,N/A,,,,
5d5b1355-4576-4f3d-9005-38f80f551592,,ICD 10 - WHO:I07.0,I07.0 Tricuspid stenosis,Tricuspid stenosis,,Diagnosis,N/A,,,,
5620c730-aa61-42ba-bc0c-7db04b203ad3,,ICD 10 - WHO:I07.1,I07.1 Tricuspid insufficiency,Tricuspid insufficiency,,Diagnosis,N/A,,,,
b4d9efc4-97f8-4551-9cbb-1902b989a450,,ICD 10 - WHO:I07.8,I07.8 Other tricuspid valve diseases,Other tricuspid valve diseases,,Diagnosis,N/A,,,,
63257c50-bf4f-4326-a097-93914c06deef,,ICD 10 - WHO:I07.9,"I07.9 Tricuspid valve disease, unspecified","Tricuspid valve disease, unspecified",,Diagnosis,N/A,,,,
05c76ad9-9d61-4a49-9baf-3c852bf54759,,ICD 10 - WHO:I08.9,"I08.9 Multiple valve disease, unspecified","Multiple valve disease, unspecified",,Diagnosis,N/A,,,,
82af45d7-6c2c-4687-bd02-f682ee432c4c,,ICD 10 - WHO:I09.9,"I09.9 Rheumatic heart disease, unspecified","Rheumatic heart disease, unspecified",,Diagnosis,N/A,,,,
b7912ffc-aa39-4609-91e0-ac5a2ecbb693,,ICD 10 - WHO:I20,I20 Angina pectoris,Angina pectoris,,Diagnosis,N/A,,,,
2c20e490-52bf-4150-9f68-a4380c427e85,,ICD 10 - WHO:I20.0,I20.0 Unstable angina,Unstable angina,,Diagnosis,N/A,,,,
837ee1ba-7d7f-4f45-8c29-4db051cc53b9,,ICD 10 - WHO:I25,I25 Chronic ischemic heart disease,Chronic ischemic heart disease,,Diagnosis,N/A,,,,
00c1f419-cfd4-475b-b094-f777423200e7,,ICD 10 - WHO:I25.2,I25.2 Old myocardial infarction,Old myocardial infarction,,Diagnosis,N/A,,,,
4ba24394-8ade-41f3-bdd5-9e5aebf61b2d,,ICD 10 - WHO:I28.9,"I28.9 Disease of pulmonary vessels, unspecified","Disease of pulmonary vessels, unspecified",,Diagnosis,N/A,,,,
4ff53d9b-109c-4afd-b0c2-f2dcecec618d,,ICD 10 - WHO:I34,I34 Nonrheumatic mitral valve disorders,Nonrheumatic mitral valve disorders,,Diagnosis,N/A,,,,
8eeae6a5-0383-4974-a2c6-4b1325e1217b,,ICD 10 - WHO:I34.0,I34.0 Mitral (valve) insufficiency,Mitral (valve) insufficiency,,Diagnosis,N/A,,,,
cdd5a580-a7da-4467-8b49-742c7520137b,,ICD 10 - WHO:I34.1,I34.1 Mitral (valve) prolapse,Mitral (valve) prolapse,,Diagnosis,N/A,,,,
f3efddd5-8e37-4a66-9188-f4ed5a769e99,,ICD 10 - WHO:I35.0,I35.0 Aortic (valve) stenosis,Aortic (valve) stenosis,,Diagnosis,N/A,,,,
35122438-f587-4580-b206-3c81b809c920,,ICD 10 - WHO:I35.1,I35.1 Aortic (valve) insufficiency,Aortic (valve) insufficiency,,Diagnosis,N/A,,,,
6dae2844-1d61-402d-a016-7b0ba47007fc,,ICD 10 - WHO:I35.9,"I35.9 Aortic valve disorder, unspecified","Aortic valve disorder, unspecified",,Diagnosis,N/A,,,,
60b432ba-2828-451f-b188-354949436f49,,ICD 10 - WHO:I37.0,I37.0 Pulmonary valve stenosis,Pulmonary valve stenosis,,Diagnosis,N/A,,,,
8a968b6f-ccd6-4066-a8b3-2d23a30400dd,,ICD 10 - WHO:I37.1,I37.1 Pulmonary valve insufficiency,Pulmonary valve insufficiency,,Diagnosis,N/A,,,,
ca6295a7-2f9d-4f96-8b4e-13cdbe984205,,ICD 10 - WHO:I37.9,"I37.9 Pulmonary valve disorder, unspecified","Pulmonary valve disorder, unspecified",,Diagnosis,N/A,,,,
4709f389-399c-4b13-9a59-7fac511b6196,,ICD 10 - WHO:I42,I42 Cardiomyopathy,Cardiomyopathy,,Diagnosis,N/A,,,,
c2d0bddb-ffa7-49c4-8d60-b5321223f100,,ICD 10 - WHO:I42.0,I42.0 Dilated cardiomyopathy,Dilated cardiomyopathy,,Diagnosis,N/A,,,,
d0d5c92f-5e16-47e2-b5d1-57e3acdc9312,,ICD 10 - WHO:I44.0,"I44.0 Atrioventricular block, first degree","Atrioventricular block, first degree",,Diagnosis,N/A,,,,
69adc019-20ae-46a6-ab2b-84339add5cf0,,ICD 10 - WHO:I44.1,"I44.1 Atrioventricular block, second degree","Atrioventricular block, second degree",,Diagnosis,N/A,,,,
8d83f947-4c17-403a-b6cf-ca47b215b599,,ICD 10 - WHO:I44.2,"I44.2 Atrioventricular block, complete","Atrioventricular block, complete",,Diagnosis,N/A,,,,
f34c9b15-8a1f-4214-986e-78461f6fe416,,ICD 10 - WHO:I44.3,I44.3 Other and unspecified atrioventricular block,Other and unspecified atrioventricular block,,Diagnosis,N/A,,,,
2b86fc0c-6e4c-44bd-bd9e-6c8a23608f3a,,ICD 10 - WHO:I44.7,"I44.7 Left bundle-branch block, unspecified","Left bundle-branch block, unspecified",,Diagnosis,N/A,,,,
790d7a8a-d3d3-4f94-a634-7c22f00eee37,,ICD 10 - WHO:I45.1,I45.1 Other and unspecified right bundle-branch block,Other and unspecified right bundle-branch block,,Diagnosis,N/A,,,,
7977eb86-48c6-4d3f-8e7c-22db855b90dc,,ICD 10 - WHO:I45.2,I45.2 Bifascicular block,Bifascicular block,,Diagnosis,N/A,,,,
69df47a1-3efc-4f5c-b8d0-2e4cbd1921db,,ICD 10 - WHO:I45.3,I45.3 Trifascicular block,Trifascicular block,,Diagnosis,N/A,,,,
fc75415d-f1ed-4d6d-a538-ed7347f32e12,,ICD 10 - WHO:I45.4,I45.4 Nonspecific intraventricular block,Nonspecific intraventricular block,,Diagnosis,N/A,,,,
0f1a681d-ee02-47cc-a56d-68f6158e00bb,,ICD 10 - WHO:I45.9,"I45.9 Conduction disorder, unspecified","Conduction disorder, unspecified",,Diagnosis,N/A,,,,
56e5020d-08b7-4d40-95cb-5c07c21ed8e6,,ICD 10 - WHO:I47,I47 Paroxysmal tachycardia,Paroxysmal tachycardia,,Diagnosis,N/A,,,,
038f04cc-f579-40f3-a715-7f649a42a5fd,,ICD 10 - WHO:I47.0,I47.0 Reentry ventricular arrhythmia,Reentry ventricular arrhythmia,,Diagnosis,N/A,,,,
66c86f5f-fd43-49f5-90f6-d16a9b31972f,,ICD 10 - WHO:I47.1,I47.1 Supraventricular tachycardia,Supraventricular tachycardia,,Diagnosis,N/A,,,,
2112b339-bf35-4da6-bcb4-3fc1855f0c0a,,ICD 10 - WHO:I47.2,I47.2 Ventricular tachycardia,Ventricular tachycardia,,Diagnosis,N/A,,,,
59857871-7484-4b0a-8f74-0ce2646fdfe1,,ICD 10 - WHO:I48,I48 Atrial fibrillation and flutter,Atrial fibrillation and flutter,,Diagnosis,N/A,,,,
b7c1f6b4-d69a-4d6d-8569-639f3875ee8e,,ICD 10 - WHO:I49,I49 Other cardiac arrhythmias,Other cardiac arrhythmias,,Diagnosis,N/A,,,,
9b4b92f9-6372-4079-9129-02f8eaf406b0,,ICD 10 - WHO:I49.1,I49.1 Atrial premature depolarization,Atrial premature depolarization,,Diagnosis,N/A,,,,
d6a5f10d-8b45-4439-854a-1f1b85c6e96a,,ICD 10 - WHO:I49.2,I49.2 Junctional premature depolarization,Junctional premature depolarization,,Diagnosis,N/A,,,,
c2eab876-c662-40dd-a852-c9089bdbd16a,,ICD 10 - WHO:I49.3,I49.3 Ventricular premature depolarization,Ventricular premature depolarization,,Diagnosis,N/A,,,,
a6432bb5-513e-4a04-8649-714398e9b772,,ICD 10 - WHO:I49.4,I49.4 Other and unspecified premature depolarization,Other and unspecified premature depolarization,,Diagnosis,N/A,,,,
d0c2eb72-3c82-4d64-ab8b-2bea08e8ddfd,,ICD 10 - WHO:I49.5,I49.5 Sick sinus syndrome,Sick sinus syndrome,,Diagnosis,N/A,,,,
2b1006af-5b00-4b87-ab40-61d34176914a,,ICD 10 - WHO:I49.9,"I49.9 Cardiac arrhythmia, unspecified","Cardiac arrhythmia, unspecified",,Diagnosis,N/A,,,,
47bca742-ffbf-4235-b02f-246a52a3b1a4,,ICD 10 - WHO:I50.9,"I50.9 Heart failure, unspecified","Heart failure, unspecified",,Diagnosis,N/A,,,,
6d235d02-1ce5-4a83-bf5a-d505f63fb5ad,,ICD 10 - WHO:I51.4,"I51.4 Myocarditis, unspecified","Myocarditis, unspecified",,Diagnosis,N/A,,,,
1260ee72-eceb-4ae6-8eec-c3c94013c24b,,ICD 10 - WHO:I51.7,I51.7 Cardiomegaly,Cardiomegaly,,Diagnosis,N/A,,,,
b075c1c6-c73c-4539-90ae-83b9162dabc5,,ICD 10 - WHO:I51.9,"I51.9 Heart disease, unspecified","Heart disease, unspecified",,Diagnosis,N/A,,,,
db752b84-9d45-45ac-8c10-361bb1ad2e27,,ICD 10 - WHO:I63,I63 Cerebral infarction,Cerebral infarction,,Diagnosis,N/A,,,,
686dfadd-e42c-4616-af6f-1798de331d61,,ICD 10 - WHO:I67.9,"I67.9 Cerebrovascular disease, unspecified","Cerebrovascular disease, unspecified",,Diagnosis,N/A,,,,
a453c68f-a68b-40a4-899f-98a05945541d,,ICD 10 - WHO:I69,I69 Sequelae of cerebrovascular disease,Sequelae of cerebrovascular disease,,Diagnosis,N/A,,,,
c9fee7a3-3be2-48c1-85ee-46dcb662ee37,,ICD 10 - WHO:I72,I72 Other aneurysm,Other aneurysm,,Diagnosis,N/A,,,,
1db010d1-f0d2-4942-aea1-135d2fb5d3a4,,ICD 10 - WHO:I73.0,I73.0 Raynaud's syndrome,Raynaud's syndrome,,Diagnosis,N/A,,,,
4d4bb7f8-f63e-44f7-9173-d3a39c47f99d,,ICD 10 - WHO:I77.6,"I77.6 Arteritis, unspecified","Arteritis, unspecified",,Diagnosis,N/A,,,,
4cc3b15b-9136-49f4-8bae-bf66b5b1c433,,ICD 10 - WHO:I78,I78 Diseases of capillaries,Diseases of capillaries,,Diagnosis,N/A,,,,
cc8f9dd6-f241-4006-b1de-a0b243ec5c51,,ICD 10 - WHO:I78.1,"I78.1 Nevus, nonneoplastic","Nevus, nonneoplastic",,Diagnosis,N/A,,,,
3de09506-8ae0-4b87-9eca-dd2f84ceeb92,,ICD 10 - WHO:I80,I80 Phlebitis and thrombophlebitis,Phlebitis and thrombophlebitis,,Diagnosis,N/A,,,,
72b8b1db-1cbe-470b-8beb-458213ce28be,,ICD 10 - WHO:I82.9,I82.9 Embolism and thrombosis of unspecified vein,Embolism and thrombosis of unspecified vein,,Diagnosis,N/A,,,,
26e4c66d-02a3-4557-8c08-612ac6bb74d3,,ICD 10 - WHO:I83,I83 Varicose veins of lower extremities,Varicose veins of lower extremities,,Diagnosis,N/A,,,,
4d12297c-17dc-4efb-b749-1ca3b1df0ef0,,ICD 10 - WHO:I87.2,I87.2 Venous insufficiency (chronic) (peripheral),Venous insufficiency (chronic) (peripheral),,Diagnosis,N/A,,,,
4c83b7ab-eae8-408b-a6a6-dc3d0b008a2c,,ICD 10 - WHO:I87.9,"I87.9 Disorder of vein, unspecified","Disorder of vein, unspecified",,Diagnosis,N/A,,,,
bd12d02a-222c-4baa-8d5a-4ec8142f7efe,,ICD 10 - WHO:I88,I88 Nonspecific lymphadenitis,Nonspecific lymphadenitis,,Diagnosis,N/A,,,,
3ea01868-f2ed-423c-80b2-b19c1cd835d0,,ICD 10 - WHO:I95,I95 Hypotension,Hypotension,,Diagnosis,N/A,,,,
8e3779b8-f025-4ce8-a65f-aa52a327880b,,ICD 10 - WHO:I95.1,I95.1 Orthostatic hypotension,Orthostatic hypotension,,Diagnosis,N/A,,,,
0eb6bdbe-2883-4f38-9074-150ad0149dda,,ICD 10 - WHO:J01,J01 Acute sinusitis,Acute sinusitis,,Diagnosis,N/A,,,,
160f0173-f3e5-46b3-ac3b-df9c732efece,,ICD 10 - WHO:J02,J02 Acute pharyngitis,Acute pharyngitis,,Diagnosis,N/A,,,,
0e1aa077-ac93-44ec-8b47-cbf928b95dc1,,ICD 10 - WHO:J02.0,J02.0 Streptococcal pharyngitis,Streptococcal pharyngitis,,Diagnosis,N/A,,,,
2cb5040e-9e5f-4456-9c6b-a8a8ca1e5a85,,ICD 10 - WHO:J03,J03 Acute tonsillitis,Acute tonsillitis,,Diagnosis,N/A,,,,
79839856-735d-46ba-aaa8-23c2ec1b2cc4,,ICD 10 - WHO:J04.0,J04.0 Acute laryngitis,Acute laryngitis,,Diagnosis,N/A,,,,
7e42eb0a-3b58-40b4-9495-66c6be5585fd,,ICD 10 - WHO:J06.9,"J06.9 Acute upper respiratory infection, unspecified","Acute upper respiratory infection, unspecified",,Diagnosis,N/A,,,,
7a35f9a8-2608-49c9-916e-c61143b774d9,,ICD 10 - WHO:J11,"J11 Influenza, virus not identified","Influenza, virus not identified",,Diagnosis,N/A,,,,
1607243e-b3e3-4de1-b515-0ceabdfa9fbc,,ICD 10 - WHO:J18.9,"J18.9 Pneumonia, unspecified","Pneumonia, unspecified",,Diagnosis,N/A,,,,
ec74ea0e-4ba7-47e7-8809-8efbccdb2f63,,ICD 10 - WHO:J20,J20 Acute bronchitis,Acute bronchitis,,Diagnosis,N/A,,,,
1c771377-438e-46c8-bd86-e85699fd7463,,ICD 10 - WHO:J30.4,"J30.4 Allergic rhinitis, unspecified","Allergic rhinitis, unspecified",,Diagnosis,N/A,,,,
0d1b5d46-a4f6-4173-bded-c637d9ca97ef,,ICD 10 - WHO:J31.0,J31.0 Chronic rhinitis,Chronic rhinitis,,Diagnosis,N/A,,,,
e071dd2b-cc2e-4b13-8fb8-5b2917af333b,,ICD 10 - WHO:J33,J33 Nasal polyp,Nasal polyp,,Diagnosis,N/A,,,,
b2013ade-4c4b-419b-8b3e-e6b9ceb75cac,,ICD 10 - WHO:J35.1,J35.1 Hypertrophy of tonsils,Hypertrophy of tonsils,,Diagnosis,N/A,,,,
489c698c-356b-4db2-a672-cc6dd3f65545,,ICD 10 - WHO:J36,J36 Peritonsillar abscess,Peritonsillar abscess,,Diagnosis,N/A,,,,
f42a4b0c-584c-44a0-ac43-0784effb4746,,ICD 10 - WHO:J43,J43 Emphysema,Emphysema,,Diagnosis,N/A,,,,
1ab34f01-f6fb-47b0-943d-9c513016b559,,ICD 10 - WHO:J45,J45 Asthma,Asthma,,Diagnosis,N/A,,,,
5e3d4138-6e80-40db-97cd-4072b4977c79,,ICD 10 - WHO:J47,J47 Bronchiectasis,Bronchiectasis,,Diagnosis,N/A,,,,
de81b164-e1c0-4019-a940-0caa9ea58f24,,ICD 10 - WHO:J81,J81 Pulmonary edema,Pulmonary edema,,Diagnosis,N/A,,,,
45d86dd9-0111-4950-9855-2d3fb1b90465,,ICD 10 - WHO:J93.9,"J93.9 Pneumothorax, unspecified","Pneumothorax, unspecified",,Diagnosis,N/A,,,,
1558566e-b888-4a7b-93e5-6f7ac1596a57,,ICD 10 - WHO:J96.9,"J96.9 Respiratory failure, unspecified","Respiratory failure, unspecified",,Diagnosis,N/A,,,,
251edfd2-a0f6-4bc8-a8b8-f95fd00ec81f,,ICD 10 - WHO:J98,J98 Other respiratory disorders,Other respiratory disorders,,Diagnosis,N/A,,,,
43a58e1e-c7b1-4b33-85ca-cd1682456835,,ICD 10 - WHO:K00.7,K00.7 Teething syndrome,Teething syndrome,,Diagnosis,N/A,,,,
2927832c-885c-4530-8295-de6d6c0d278c,,ICD 10 - WHO:K02,K02 Dental caries,Dental caries,,Diagnosis,N/A,,,,
b6a24b70-0a47-4376-ba07-6ec89cc4d7d5,,ICD 10 - WHO:K05,K05 Gingivitis and periodontal diseases,Gingivitis and periodontal diseases,,Diagnosis,N/A,,,,
50fc16ac-e7d6-45a2-b6d4-47ef8705207b,,ICD 10 - WHO:K08.3,K08.3 Retained dental root,Retained dental root,,Diagnosis,N/A,,,,
9ec5e1ba-267f-40cb-9fdf-e1821cd84794,,ICD 10 - WHO:K10.9,"K10.9 Disease of jaws, unspecified","Disease of jaws, unspecified",,Diagnosis,N/A,,,,
a1eaee15-fc03-4b62-a29c-2b5e0b77d97d,,ICD 10 - WHO:K25,K25 Gastric ulcer,Gastric ulcer,,Diagnosis,N/A,,,,
59771d95-85b4-40ce-af88-c03a5cc7976d,,ICD 10 - WHO:K26,K26 Duodenal ulcer,Duodenal ulcer,,Diagnosis,N/A,,,,
f5914be7-e28e-4463-a6ec-6acd337d14e2,,ICD 10 - WHO:K30,K30 Dyspepsia,Dyspepsia,,Diagnosis,N/A,,,,
7ddf3190-18bb-4d3a-9d7e-46d153eb194b,,ICD 10 - WHO:K37,K37 Unspecified appendicitis,Unspecified appendicitis,,Diagnosis,N/A,,,,
89ee8a56-af0a-47fd-90d2-971c252adefb,,ICD 10 - WHO:K40,K40 Inguinal hernia,Inguinal hernia,,Diagnosis,N/A,,,,
fc34d4ef-22f1-4066-a5b8-8ffdff6d299a,,ICD 10 - WHO:K41,K41 Femoral hernia,Femoral hernia,,Diagnosis,N/A,,,,
233c4997-9b16-4eeb-856d-5318250666af,,ICD 10 - WHO:K42,K42 Umbilical hernia,Umbilical hernia,,Diagnosis,N/A,,,,
